#,"ID Detalle Factura","Número de factura","Campaña o aviso institucional","Nombre campaña o aviso institucional","Clasificación del servicio","Categoría del servicio","Subcategoría del servicio",Unidad,"Sujeto obligado contratante","Partida contratante","Sujeto obligado solicitante","Partida solicitante","Área administrativa solicitante","Descripción del servicio o producto adquirido",Cantidad,"Precio unitario con I.V.A incluido",Monto,Estatus
158,158,201055,"Avisos Institucionales","Fiesta de la Transparencia","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en el D.F.",Robaplana,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",33605,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"Dirección General de Comunicación Social y Difusión","Reforma; Cobertura: nacional;  Ámbito geográfico de cobertura: Nacional; Fecha de inicio: 29/04/2015; Fecha de término: 01/05/2015; Grupo(s) de edad: 13-64; Lugar de residencia: Nacional ; Nivel  socieconómico: A/B/C+ 38.21%, C 18.95%, D+ 31.46%, D/E 11.38% ; Nivel educativo: 0; Sexo: Ambos ;",1.00,34493.76,34493.76,Activo
159,159,204707,"Avisos Institucionales","Alcances y Retos de la Ley General de Transparencia y Acceso a la Información Pública","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en los Estados",Cintillo,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",33605,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"Dirección General de Comunicación Social y Difusión","Reforma; Cobertura: nacional;  Ámbito geográfico de cobertura: Nacional; Fecha de inicio: 25/05/2015; Fecha de término: 25/05/2015; Grupo(s) de edad: 13-64 (se colocó 18-60); Lugar de residencia: Nacional ; Nivel  socieconómico: A/B/C+ 38.21%, C 18.95%, D+ 31.46%, D/E 11.38% ; Nivel educativo: 0; Sexo: Ambos ;",1.00,36503.81,36503.81,Activo
160,160,210699,"Avisos Institucionales","Sistema Nacional de Transparencia, Acceso a la Información Publica y Protección de Datos Personales","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en el D.F.","1/4 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",33605,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"Dirección General de Comunicación Social y Difusión","Reforma; Cobertura: nacional;  Ámbito geográfico de cobertura: Nacional; Fecha de inicio: 22/06/2015; Fecha de término: 23/06/2015; Grupo(s) de edad: 13-64; Lugar de residencia: Nacional ; Nivel  socieconómico: A/B/C+ 38.21%, C 18.95%, D+ 31.46%, D/E 11.38% ; Nivel educativo: 0; Sexo: Ambos ;",1.00,66785.38,66785.38,Activo
161,161,220484,"Avisos Institucionales","Semana Nacional de Transparencia 2015","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en el D.F.","1/4 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",33605,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"Dirección General de Comunicación Social y Difusión","Reforma; Cobertura: nacional;  Ámbito geográfico de cobertura: Nacional; Fecha de inicio: 02/10/2015; Fecha de término: 05/10/2015; Grupo(s) de edad: 13-64; Lugar de residencia: Nacional ; Nivel  socieconómico: A/B/C+ 38.21%, C 18.95%, D+ 31.46%, D/E 11.38% ; Nivel educativo: 0; Sexo: Ambos ;",1.00,63881.66,63881.66,Activo
162,162,223119,Campañas,"Institucional 2015","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en el D.F.","1/4 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"Dirección General de Comunicación Social y Difusión","Reforma; Cobertura: nacional;  Ámbito geográfico de cobertura: Nacional; Fecha de inicio: 03/12/2015; Fecha de término: 06/12/2015; Grupo(s) de edad: 13-64; Lugar de residencia: Nacional ; Nivel  socieconómico: A/B/C+ 38.21%, C 18.95%, D+ 31.46%, D/E 11.38% ; Nivel educativo: 0; Sexo: Ambos ;",1.00,79530.53,79530.53,Activo
163,163,223403,Campañas,"Institucional 2015","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en el D.F.",Robaplana,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"Dirección General de Comunicación Social y Difusión","Robaplana/ 1/4 de plana 
Reforma; Cobertura: nacional;  Ámbito geográfico de cobertura: Nacional; Fecha de inicio: 11/12/2015; Fecha de término: 29/12/2015; Grupo(s) de edad: 13-64; Lugar de residencia: Nacional ; Nivel  socieconómico: A/B/C+ 38.21%, C 18.95%, D+ 31.46%, D/E 11.38% ; Nivel educativo: 0; Sexo: Ambos ;",1.00,227984.08,227984.08,Activo
164,164,402964,Campañas,"Institucional 2015","Servicios de difusión en medios de comunicación",Internet,"Redes sociales y buscadores",Otro,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"Dirección General de Comunicación Social y Difusión","Espacios Publicitarios
Google; Cobertura: nacional;  Ámbito geográfico de cobertura: Nacional; Fecha de inicio: ; Fecha de término: ; Grupo(s) de edad: 0; Lugar de residencia: Nacional ; Nivel  socieconómico: 0; Nivel educativo: 0; Sexo: Ambos ;",1.00,2126280.00,2126280.00,Activo
165,165,"B(Validar DGCSD)",Campañas,"Institucional 2015","Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",Banner,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"Dirección General de Comunicación Social y Difusión","Unidad: LeaderboardCobertura: NacionalÁmbito geográfico: NacionalLugar de residencia: NacionalSexo: Ambos",1.00,232000.00,232000.00,Activo
166,166,1567,Campañas,"Institucional 2015","Otros servicios asociados a la comunicación ","Producción de contenidos",Producción,"Otro formato","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",33604,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"Dirección General de Comunicación Social y Difusión","CNK; Cobertura: NA;  Ámbito geográfico de cobertura: NA; Fecha de inicio: ; Fecha de término: ; Grupo(s) de edad: 0; Lugar de residencia: 0; Nivel  socieconómico: 0; Nivel educativo: 0; Sexo: 0;",1.00,34800.00,34800.00,Activo
167,167,"A(validar DGCSD)",Campañas,"Institucional 2015","Otros servicios asociados a la comunicación ","Producción de contenidos",Producción,"Otro formato","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",33604,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"Dirección General de Comunicación Social y Difusión","Libelula; Cobertura: NA;  Ámbito geográfico de cobertura: NA; Fecha de inicio: ; Fecha de término: ; Grupo(s) de edad: 0; Lugar de residencia: 0; Nivel  socieconómico: 0; Nivel educativo: 0; Sexo: 0;",1.00,26192.80,26192.80,Activo
168,168,2046,Campañas,"Institucional 2015","Servicios de difusión en medios de comunicación","Medios impresos",Revistas,Plana,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"Dirección General de Comunicación Social y Difusión","Revista Vértigo
Cobertura y Ámbito geográfico: Nacional
Fecha de inicio: 10/12/2015
Fecha de término: 27/12/2015
Grupo de edad: 13-65
Lugar de Residencia: Nacional
Nivel socioeconómico: A/B/C+ 28%, C 31%, D+ 14%, D/E 26% 
Nivel educativo: Secundaria - Posgrado
Sexo: Ambos",1.00,68715.96,68715.96,Activo
169,171,60614,Campañas,"CAMPAÑA INSTITUCIONAL 2016","Servicios de difusión en medios de comunicación","Medios impresos",Revistas,Plana,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","Servicio de difusión mediante la orden de inserción de la Campaña Institucional 2016",1.00,87000.00,87000.00,Activo
170,172,175367,Campañas,"CAMPAÑA INSTITUCIONAL 2016","Servicios de difusión en medios de comunicación","Medios impresos",Revistas,Plana,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","Servicio de difusión mediante la orden de inserción de la Campaña Institucional 2016",1.00,70992.00,70992.00,Activo
171,173,6821,Campañas,"CAMPAÑA INSTITUCIONAL 2016","Servicios de difusión en medios de comunicación","Medios impresos",Revistas,Plana,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","Servicio de difusión mediante la orden de inserción de la Campaña Institucional 2016",1.00,48720.00,48720.00,Activo
172,174,184237,Campañas,"CAMPAÑA INSTITUCIONAL 2016","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en el D.F.","1/4 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","Servicio de difusión mediante la orden de inserción de la Campaña Institucional 2016",3.00,46207.44,138622.32,Activo
173,175,254676,Campañas,"CAMPAÑA INSTITUCIONAL 2016","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en el D.F.","1/4 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN"," 
Servicio de difusión mediante la orden de inserción de la Campaña Institucional 2016",1.00,69455.23,69455.23,Activo
174,176,13397,Campañas,"CAMPAÑA INSTITUCIONAL 2016","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en el D.F.","1/4 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN"," 
Servicio de difusión mediante la orden de inserción de la Campaña Institucional 2016
 ",2.00,49408.17,98816.34,Activo
175,177,138788,Campañas,"CAMPAÑA INSTITUCIONAL 2016","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en el D.F.","1/4 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","Servicio de difusión mediante la orden de inserción de la Campaña Institucional 2016",2.00,56055.84,112111.68,Activo
176,178,36103,Campañas,"CAMPAÑA INSTITUCIONAL 2016","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en el D.F.","1/4 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","Servicio de difusión mediante la orden de inserción de la Campaña Institucional 2016",1.00,36580.72,36580.72,Activo
177,179,33516,Campañas,"CAMPAÑA INSTITUCIONAL 2016","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en el D.F.","1/4 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN"," 
Servicio de difusión mediante la orden de inserción de la Campaña Institucional 2016
 ",4.00,18908.00,75632.00,Activo
178,180,10583,Campañas,"CAMPAÑA INSTITUCIONAL 2016","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en el D.F.","1/4 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN"," 
Servicio de difusión mediante la orden de inserción de la Campaña Institucional 2016
 ",4.00,26820.36,107281.44,Activo
179,181,184,Campañas,"CAMPAÑA INSTITUCIONAL 2016","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en el D.F.","1/4 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN"," 
Servicio de difusión mediante la orden de inserción de la Campaña Institucional 2016
 ",2.00,26126.10,52252.20,Activo
180,182,29516,Campañas,"CAMPAÑA INSTITUCIONAL 2016","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en los Estados","1/4 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN"," 
Servicio de difusión mediante la orden de inserción de la Campaña Institucional 2016
 ",2.00,16318.76,32637.52,Activo
181,183,37712,Campañas,"CAMPAÑA INSTITUCIONAL 2016","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en los Estados","1/4 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN"," 
Servicio de difusión mediante la orden de inserción de la Campaña Institucional 2016
 ",1.00,22989.75,22989.75,Activo
182,184,12769,Campañas,"CAMPAÑA INSTITUCIONAL 2016","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en los Estados","1/4 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN"," 
Servicio de difusión mediante la orden de inserción de la Campaña Institucional 2016
 ",1.00,29079.75,29079.75,Activo
183,185,32038,Campañas,"CAMPAÑA INSTITUCIONAL 2016","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en los Estados","1/4 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN"," 
Servicio de difusión mediante la orden de inserción de la Campaña Institucional 2016
 ",1.00,21540.33,21540.33,Activo
184,186,6732,Campañas,"CAMPAÑA INSTITUCIONAL 2016","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en los Estados","1/4 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN"," 
Servicio de difusión mediante la orden de inserción de la Campaña Institucional 2016
 ",1.00,14932.88,14932.88,Activo
185,187,44047,Campañas,"CAMPAÑA INSTITUCIONAL 2016","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en los Estados","1/4 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN"," 
Servicio de difusión mediante la orden de inserción de la Campaña Institucional 2016
 ",1.00,23250.40,23250.40,Activo
186,188,64381,"Avisos Institucionales","Alcances y Retos de la Ley General de Transparencia y Acceso a la Información Pública","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en los Estados","1/4 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN"," 
Servicio de difusión mediante la orden de inserción de la Campaña Institucional 2016
 ",1.00,36829.77,36829.77,Activo
187,189,28463,Campañas,"CAMPAÑA INSTITUCIONAL 2016","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en los Estados","1/4 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN"," 
Servicio de difusión mediante la orden de inserción de la Campaña Institucional 2016
 ",2.00,13665.96,27331.92,Activo
188,190,3912,Campañas,"CAMPAÑA INSTITUCIONAL 2016","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en los Estados","1/4 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN"," 
Servicio de difusión mediante la orden de inserción de la Campaña Institucional 2016
 ",2.00,16150.68,32301.36,Activo
189,191,4413,Campañas,"CAMPAÑA INSTITUCIONAL 2016","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en los Estados","1/4 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN"," 
Servicio de difusión mediante la orden de inserción de la Campaña Institucional 2016
 ",1.00,19948.68,19948.68,Activo
190,192,19223,Campañas,"CAMPAÑA INSTITUCIONAL 2016","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en los Estados","1/4 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN"," 
Servicio de difusión mediante la orden de inserción de la Campaña Institucional 2016
 ",1.00,20223.18,20223.18,Activo
191,193,16558,Campañas,"CAMPAÑA INSTITUCIONAL 2016","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en los Estados","1/4 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN"," 
Servicio de difusión mediante la orden de inserción de la Campaña Institucional 2016
 ",1.00,27405.00,27405.00,Activo
192,194,10128,Campañas,"CAMPAÑA INSTITUCIONAL 2016","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en los Estados","1/4 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN"," 
Servicio de difusión mediante la orden de inserción de la Campaña Institucional 2016
 ",1.00,13307.52,13307.52,Activo
193,195,21694,Campañas,"CAMPAÑA INSTITUCIONAL 2016","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en los Estados","1/4 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN"," 
Servicio de difusión mediante la orden de inserción de la Campaña Institucional 2016
 ",1.00,19310.66,19310.66,Activo
194,196,32043,Campañas,"CAMPAÑA INSTITUCIONAL 2016","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en los Estados","1/4 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN"," 
Servicio de difusión mediante la orden de inserción de la Campaña Institucional 2016
 ",1.00,16310.97,16310.97,Activo
195,197,13968,Campañas,"CAMPAÑA INSTITUCIONAL 2016","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en los Estados","1/4 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN"," 
Servicio de difusión mediante la orden de inserción de la Campaña Institucional 2016
 ",1.00,22081.31,22081.31,Activo
196,198,9395,Campañas,"CAMPAÑA INSTITUCIONAL 2016","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en los Estados","1/4 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN"," 
Servicio de difusión mediante la orden de inserción de la Campaña Institucional 2016
 ",1.00,26359.84,26359.84,Activo
197,199,156313,Campañas,"CAMPAÑA INSTITUCIONAL 2016","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en los Estados","1/4 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN"," 
Servicio de difusión mediante la orden de inserción de la Campaña Institucional 2016
 ",2.00,20060.46,40120.92,Activo
198,200,18541,Campañas,"CAMPAÑA INSTITUCIONAL 2016","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en los Estados","1/4 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN"," 
Servicio de difusión mediante la orden de inserción de la Campaña Institucional 2016
 ",1.00,11071.62,11071.62,Activo
199,201,45492,Campañas,"CAMPAÑA INSTITUCIONAL 2016","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en los Estados","1/4 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN"," 
Servicio de difusión mediante la orden de inserción de la Campaña Institucional 2016
 ",1.00,22642.62,22642.62,Activo
200,202,31585,Campañas,"CAMPAÑA INSTITUCIONAL 2016","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en los Estados","1/8 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN"," 
Servicio de difusión mediante la orden de inserción de la Campaña Institucional 2016
 ",1.00,17694.55,17694.55,Activo
201,203,84566,Campañas,"CAMPAÑA INSTITUCIONAL 2016","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en los Estados","1/4 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN"," 
Servicio de difusión mediante la orden de inserción de la Campaña Institucional 2016
 ",2.00,17661.00,35322.00,Activo
202,204,109295,Campañas,"CAMPAÑA INSTITUCIONAL 2016","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en los Estados","1/4 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN"," 
Servicio de difusión mediante la orden de inserción de la Campaña Institucional 2016
 ",1.00,40782.70,40782.70,Activo
203,205,22114,Campañas,"CAMPAÑA INSTITUCIONAL 2016","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en los Estados","1/4 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN"," 
Servicio de difusión mediante la orden de inserción de la Campaña Institucional 2016
 ",1.00,20596.38,20596.38,Activo
204,206,16484,Campañas,"CAMPAÑA INSTITUCIONAL 2016","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en los Estados","1/4 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN"," 
Servicio de difusión mediante la orden de inserción de la Campaña Institucional 2016
 ",1.00,17522.96,17522.96,Activo
205,207,7058,Campañas,"CAMPAÑA INSTITUCIONAL 2016","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en los Estados","1/4 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN"," 
Servicio de difusión mediante la orden de inserción de la Campaña Institucional 2016
 ",1.00,9865.80,9865.80,Activo
206,208,8637,Campañas,"CAMPAÑA INSTITUCIONAL 2016","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en los Estados","1/4 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN"," 
Servicio de difusión mediante la orden de inserción de la Campaña Institucional 2016
 ",1.00,15949.71,15949.71,Activo
207,209,25711,Campañas,"CAMPAÑA INSTITUCIONAL 2016","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en los Estados","1/4 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN"," 
Servicio de difusión mediante la orden de inserción de la Campaña Institucional 2016
 ",1.00,11875.50,11875.50,Activo
