#,"ID (Orden de compra)",Proveedor,Procedimiento,Contrato,Ejercicio,Trimestre,"Sujeto obligado ordenante","Campaña o aviso institucional","Sujeto obligado solicitante","Número orden de compra",Justificación,"Fecha de orden","Archivo de la orden de compra en PDF (Vínculo al documento)",Estatus
124,"OS-05-15 INAI","X-Stream Networks, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,abril-junio,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OS-05-15 INAI","Nombre comercial del proveedor: XSN Group
Disponibilidad del Servicio",2015-06-09,,Activo
125,"OS-06-15 INAI","X-Stream Networks, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,abril-junio,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OS-06-15 INAI","Nombre comercial del proveedor: XSN Group
Disponibilidad del Servicio",2015-06-10,,Activo
126,"OS-08-15 INAI","X-Stream Networks, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,julio-septiembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OS-08-15 INAI","Nombre comercial del proveedor: XSN Group
Disponibilidad del Servicio",2015-07-01,,Activo
127,"OS-09-15 INAI","X-Stream Networks, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,julio-septiembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OS-09-15 INAI","Nombre comercial del proveedor: XSN Group
Disponibilidad del Servicio",2015-07-16,,Activo
128,"OS-10-15 INAI","X-Stream Networks, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,julio-septiembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OS-10-15 INAI","Nombre comercial del proveedor: XSN Group
Disponibilidad del Servicio",2015-08-05,,Activo
129,"OS-12-15 INAI","Publicaciones Comunitarias, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Semana Nacional de Transparencia 2015 y servicio telefónico TELINAI","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OS-12-15 INAI","Nombre comercial del proveedor: http://lasillarota.com
Promedio de alcance  ",2015-09-30,,Activo
130,"OS-13-15 INAI","Periódico Digital Sendero, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Semana Nacional de Transparencia 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OS-13-15 INAI","Nombre comercial del proveedor: http://www.sdpnoticias.com
Promedio de alcance  ",2015-10-02,,Activo
131,"OS-14-15 INAI","Editorial Animal, S. de R.L. de C.V.","Adjudicación directa","Sin contrato",2015,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Semana Nacional de Transparencia 2015 y servicio telefónico TELINAI","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OS-14-15 INAI","Nombre comercial del proveedor: http://www.animalpolitico.com
Promedio de alcance  ",2015-10-01,,Activo
132,"OS-15-15 INAI","El Universal Compañía Periodística Nacional, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OS-15-15 INAI","Nombre comercial del proveedor: http://www.eluniversal.com.mx
Promedio de alcance",2015-11-14,,Activo
133,"OS-16-15 INAI","Periódico Digital Sendero, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","3er. Seminario Internacional sobre Gestión Documental y Transparencia","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OS-16-15 INAI","Nombre comercial del proveedor: http://www.sdpnoticias.com
Promedio de alcance ",2015-11-17,,Activo
134,"OS-17-15 INAI","X-Stream Networks, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,julio-septiembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OS-17-15 INAI","Nombre comercial del proveedor: XSN Group
Disponibilidad del Servicio",2015-09-02,,Activo
135,"OS-18-15 INAI","X-Stream Networks, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OS-18-15 INAI","Nombre comercial del proveedor: XSN Group
Disponibilidad del Servicio",2015-10-07,,Activo
136,"OS-19-15 INAI","X-Stream Networks, S.A. de C.V.","Licitación pública","Sin contrato",2015,enero-marzo,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OS-19-15 INAI","Nombre comercial del proveedor: XSN Group
Disponibilidad del Servicio",2015-03-12,,Activo
137,"OS-20-15 INAI","X-Stream Networks, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,abril-junio,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OS-20-15 INAI","Nombre comercial del proveedor: XSN Group
Disponibilidad del Servicio",2015-06-09,,Activo
138,"OS-21-15 INAI","X-Stream Networks, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OS-21-15 INAI","Nombre comercial del proveedor: XSN Group
Disponibilidad del Servicio",2015-10-26,,Activo
139,"OS-22-15 INAI","X-Stream Networks, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OS-22-15 INAI","Nombre comercial del proveedor: XSN Group
Disponibilidad del Servicio",2015-11-09,,Activo
140,"OS-23-15 INAI","X-Stream Networks, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OS-23-15 INAI","Nombre comercial del proveedor: XSN Group
Disponibilidad del Servicio",2015-11-24,,Activo
141,"OS-24-15 INAI","X-Stream Networks, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OS-24-15 INAI","Nombre comercial del proveedor: XSN Group
Disponibilidad del Servicio",2015-11-05,,Activo
142,"OS-34-15 INAI","X-Stream Networks, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OS-34-15 INAI","Nombre comercial del proveedor: XSN Group 
Disponibilidad del Servicio",2015-12-02,,Activo
143,"OS-35-15 INAI","X-Stream Networks, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OS-35-15 INAI","Nombre comercial del proveedor: XSN Group
Disponibilidad del Servicio",2015-12-02,,Activo
144,"OS-36-15 INAI","Publicaciones Comunitarias, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OS-36-15 INAI","Nombre comercial del proveedor: La silla rota
Promedio de alcance  ",2015-12-11,,Activo
145,"OS-37-15 INAI","Periódico Digital Sendero, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OS-37-15 INAI","Nombre comercial del proveedor: http://www.sdpnoticias.com
Promedio de alcance ",2015-12-11,,Activo
146,"OS-38-15 INAI","El Universal Compañía Periodística Nacional, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OS-38-15 INAI","Nombre comercial del proveedor: http://www.eluniversal.com.mx
Promedio de alcance  ",2015-12-11,,Activo
147,"OS-39-15 INAI","Editorial Animal, S. de R.L. de C.V.","Adjudicación directa","Sin contrato",2015,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OS-39-15 INAI","Nombre comercial del proveedor: http://www.animalpolitico.com
Promedio de alcance  ",2015-12-11,,Activo
148,"OS-40-15 INAI","Moisés Sánchez Limón","Adjudicación directa","Sin contrato",2015,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OS-40-15 INAI","Nombre comercial del proveedor: http://sinembargo.mx
Promedio de alcance ",2015-12-11,,Activo
149,"OS-41-15 INAI","Periódico la Extra, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OS-41-15 INAI","Nombre comercial del proveedor: http://noticracia.com
Promedio de alcance",2015-12-11,,Activo
150,"OS-42-15 INAI","Moisés Sánchez Limón","Adjudicación directa","Sin contrato",2015,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OS-42-15 INAI","Nombre comercial del proveedor: http://ww.entresemana.mx
Promedio de alcance ",2015-12-12,,Activo
151,"OS-43-15 INAI","X-Stream Networks, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OS-43-15 INAI","Nombre comercial del proveedor: XSN Group
Disponibilidad del Servicio",2015-12-02,,Activo
152,"OS-44-15 INAI","X-Stream Networks, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OS-44-15 INAI","Nombre  comercial del proveedor: XSN Group
Disponibilidad del Servicio",2015-12-17,,Activo
153,"OI-39-15 INAI","Compañía Periodística el Bravo, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OI-39-15 INAI","Nombre comercial del proveedor: El Bravo
Promedio de circulación, ámbito geográfico de cobertura, perfil del lector",2015-12-02,,Activo
154,"Gasto directo - Grupo Libélula","Grupo Creativo Libélula, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Gasto directo - Grupo Libélula","Nombre comercial del proveedor: CNK; Cobertura: NA;  Ámbito geográfico de cobertura: NA; Fecha de inicio: ; Fecha de término: ; Grupo(s) de edad: 0; Lugar de residencia: 0; Nivel  socieconómico: 0; Nivel educativo: 0; Sexo: 0;",2015-11-30,,Activo
155,"Gasto directo - CNK","CNK Post, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Gasto directo - CNK","CNK; Cobertura: NA;  Ámbito geográfico de cobertura: NA; Fecha de inicio: ; Fecha de término: ; Grupo(s) de edad: 0; Lugar de residencia: 0; Nivel  socieconómico: 0; Nivel educativo: 0; Sexo: 0;",2015-11-30,,Activo
156,OI-47-16,"Impresora y Editorial, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OI-47-16,"Art. 17 del Presupuesto de Egresos de la Federación para el Ejercicio Fiscal 2016",2016-11-25,,Activo
157,OI-48-16,"Comunicación e Información, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OI-48-16,"Promedio de circulación, ámbito geográfico de cobertura y perfil del lector",2016-11-25,,Activo
158,OI-49-16,"Mac Ediciones y Publicaciones, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OI-49-16,"Promedio de circulación, ámbito geográfico de cobertura y perfil del lector",2016-11-25,,Activo
159,OI-50-16,"El Universal Compañía Periodística Nacional, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OI-50-16,"Promedio de circulación, ámbito geográfico de cobertura y perfil del lector",2016-11-30,,Activo
160,OI-51-16,"Ediciones del Norte, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OI-51-16,"Promedio de alcance",2016-11-30,,Activo
161,OI-52-16,"DEMOS, Desarrollo de Medios, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OI-52-16,"Promedio de circulación, ámbito geográfico de cobertura y perfil del lector",2016-11-30,,Activo
162,OI-53-16,"Milenio Diario, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OI-53-16,"Promedio de circulación, ámbito geográfico de cobertura y perfil del lector",2016-11-30,,Activo
163,OI-54-16,"El Financiero Marketing, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OI-54-16,"Promedio de circulación, ámbito geográfico de cobertura y perfil del lector",2016-11-30,,Activo
164,OI-55-16,"El Economista Grupo Editorial, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OI-55-16,"Promedio de circulación, ámbito geográfico de cobertura y perfil del lector",2016-11-30,,Activo
165,OI-56-16,"Publicaciones Metropolitanas, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OI-56-16,"Promedio de circulación, ámbito geográfico de cobertura y perfil del lector",2016-11-30,,Activo
166,OI-57-16,"Reporte Indigo de México, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OI-57-16,"Promedio de circulación, ámbito geográfico de cobertura y perfil del lector",2016-11-30,,Activo
167,OI-58-16,"Empresa Editorial de Aguascalientes, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OI-58-16,"Promedio de circulación, ámbito geográfico de cobertura y perfil del lector",2016-11-30,,Activo
168,OI-59-16,"Impresora y Editorial, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OI-59-16," 
Promedio de circulación, ámbito geográfico de cobertura y perfil del lector 
 ",2016-11-30,,Activo
169,OI-60-16,"Impresora y Editorial, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OI-60-16,"Promedio de circulación, ámbito geográfico de cobertura y perfil del lector",2016-11-30,,Activo
170,OI-61-16,"Organización Editorial del Sureste, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OI-61-16,"Promedio de circulación, ámbito geográfico de cobertura y perfil del lector",2016-11-30,,Activo
171,OI-62-16,"El Diario de Chiapas, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OI-62-16,"Promedio de circulación, ámbito geográfico de cobertura y perfil del lector",2016-11-30,,Activo
172,OI-63-16,"Publicaciones del Chuviscar, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OI-63-16,"Promedio de circulación, ámbito geográfico de cobertura y perfil del lector",2016-11-30,,Activo
173,OI-64-16,"Publicaciones e Impresos Paso del Norte, S. de R.L. de C.V.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OI-64-16,"Promedio de circulación, ámbito geográfico de cobertura y perfil del lector",2016-11-30,,Activo
174,OI-65-16,"Reparto Van Internacional, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OI-65-16,"Promedio de circulación, ámbito geográfico de cobertura y perfil del lector",2016-11-30,,Activo
175,OI-66-16,"Pucoma, S.C.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OI-66-16,"Promedio de circulación, ámbito geográfico de cobertura y perfil del lector",2016-11-30,,Activo
176,OI-67-16,"Victoria Editores, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OI-67-16,"Promedio de circulación, ámbito geográfico de cobertura y perfil del lector",2016-11-30,,Activo
177,OI-68-16,"Editorial Martinica, S.A. DE C.V.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OI-68-16,"Promedio de circulación, ámbito geográfico de cobertura y perfil del lector",2016-11-30,,Activo
178,OI-69-16,"Novedades de Acapulco, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OI-69-16,"Promedio de circulación, ámbito geográfico de cobertura y perfil del lector",2016-11-30,,Activo
179,OI-70-16,"Ediciones y Publicaciones Siete Junio, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OI-70-16,"Promedio de circulación, ámbito geográfico de cobertura y perfil del lector",2016-11-30,,Activo
180,OI-71-16,"Operadora y Editora del Bajío, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OI-71-16,"Promedio de circulación, ámbito geográfico de cobertura y perfil del lector",2017-11-30,,Activo
181,OI-72-16,"La Voz de Michoacán, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OI-72-16,"Promedio de circulación, ámbito geográfico de cobertura y perfil del lector",2016-11-30,,Activo
182,OI-73-16,"Editoriales de Morelos, S. A. de C.V.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OI-73-16,"Promedio de circulación, ámbito geográfico de cobertura y perfil del lector",2017-11-30,,Activo
183,OI-74-16,"Compañía Editorial Alpesor, S. de R.L.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OI-74-16,"Promedio de circulación, ámbito geográfico de cobertura y perfil del lector",2016-11-30,,Activo
184,OI-75-16,"Publicaciones Fernández Pichardo, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OI-75-16,"Promedio de circulación, ámbito geográfico de cobertura y perfil del lector",2016-11-30,,Activo
185,OI-76-16,"Editora Offset Color, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OI-76-16,"Promedio de circulación, ámbito geográfico de cobertura y perfil del lector",2016-11-30,,Activo
186,OI-77-16,"Novedades de Quintana Roo, S.A. de C.V","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OI-77-16,"Promedio de circulación, ámbito geográfico de cobertura y perfil del lector",2016-11-30,,Activo
187,OI-78-16,"Editorial Mival, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OI-78-16,"Promedio de circulación, ámbito geográfico de cobertura y perfil del lector",2016-11-30,,Activo
188,OI-79-16,"Empresas el Debate, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OI-79-16,"Promedio de circulación, ámbito geográfico de cobertura y perfil del lector",2016-11-30,,Activo
189,OI-80-16,"Impresora y Editorial, S.A. de C.V.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OI-80-16,"Promedio de circulación, ámbito geográfico de cobertura y perfil del lector",2016-11-30,,Activo
190,OI-81-16,"Comercial Bermam, S. de R.L. de C.V.","Adjudicación directa","Sin contrato",2016,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","CAMPAÑA INSTITUCIONAL 2016","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",OI-81-16," 
Promedio de circulación, ámbito geográfico de cobertura y perfil del lector
 ",2016-11-30,,Activo
