"Sujeto Obligado",Ejercicio,"Fecha de Inicio Del periodo Que Se Informa","Fecha de Término Del periodo Que Se Informa","Funcion Del Sujeto Obligado (catálogo)","Área Administrativa Encargada de Solicitar El Servicio o Producto, en su caso","Clasificación Del(los) Servicios (catálogos)","Tipo de Servicio","Tipo de Medio (catálogo)","Descripción de Unidad","Tipo (catálogo)","Nombre de La Campaña O Aviso Institucional, en su Caso","Año de La Campaña","Tema de La Campaña O Aviso Institucional","Objetivo Institucional","Objetivo de Comunicación","Costo por unidad","Clave Única de Identificación de Campaña","Autoridad Que Proporcionó La Clave","Cobertura (catálogo)","Ámbito Geográfico de Cobertura","Fecha de Inicio de La Campaña O Aviso Institucional","Fecha de término de La Campaña O Aviso Institucional","Sexo (catálogo)","Lugar de Residencia","Nivel Educativo","Grupo de Edad","Nivel Socioeconómico","Respecto a Los Proveedores y su Contratación","Respecto a Los Recursos y El Presupuesto","Respecto Al Contrato y Los Montos","Área(s) Responsable(s) Que Genera(n), Posee(n), Publica(n) Y Actualizan La Información","Fecha de validación","Fecha de actualización",Nota
"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",2016,01-Abril-16,30-Junio-16,"Contratante y solicitante","DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","Servicios de difusión en medios de comunicación","Medios impresos",Revistas,"servicio de difusión mediante inserción del aviso institucional con motivo del Premio Innovación y Buenas Prácticas en la Protección de Datos Personales 2016.","Avisos Institucionales","Premio a la Innovación y buenas prácticas en la Protección de Datos Personales",2016,"Protección de datos personales","Impulsar el desempeño organizacional y promover un modelo institucional de servicio público orientado a resultados con un enfoque de derechos humanos y perspectiva de género","Promover el conocimiento y el ejercicio del derecho de protección de datos personales mediante el Premio a la Innovación y buenas prácticas en la Protección de Datos Personales.",52200.00,ACT-PUB/11/05/2016.10,"PLENO DEL INAI",Nacional,Nacional,2016-06-19,2016-07-25,,,,,,2016-297-269-1-55,2016-297-269-1-55,2016-297-269-1-55,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN",2017-05-04,2017-05-04,
"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",2017,01-Julio-17,30-Septiembre-17,"Contratante y solicitante","DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","Servicios de difusión en medios de comunicación","Medios impresos",Revistas,"Servicio de difusión mediante inserción del aviso institucional con motivo de La Caravana por la Transparencia y la Privacidad","Avisos Institucionales","Caravana de la Transparencia y la Privacidad 2017",2017,Otro,"Promover el pleno ejercicio de los derechos de acceso a la información pública y de protección de datos personales","Promover el pleno ejercicio de los derechos a acceso a la información pública y protección de datos personales ",52200.00,AI-04-CTP-2017,,Estatal,Estatal,2017-06-01,2017-12-31,,,,,,2017-347-315-1-55,2017-347-315-1-55,2017-347-315-1-55,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN",2017-11-06,2017-09-30,"Se adjunta liga para consulta de factura http://inicio.inai.org.mx/doc/DGCSD/2017/A70FXXIIIB/FACTURA/OI-05.F.985.pdf"
"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",2015,01-Octubre-15,31-Diciembre-15,"Contratante y solicitante","Dirección General de Comunicación Social y Difusión","Servicios de difusión en medios de comunicación","Medios impresos",Revistas,"Revista Proceso; Cobertura: nacional;  Ámbito geográfico de cobertura: Nacional; Fecha de inicio: 10/12/2015; Fecha de término: 27/12/2015; Grupo(s) de edad: 13-64; Lugar de residencia: Nacional ; Nivel  socieconómico: A/B/C+ 47%, C 18%, D+ 22%, D/E 13% ; Nivel educativo: Secundaria-Posgrado ; Sexo: Ambos ;",Campañas,"Institucional 2015",2015,"Acceso a la información, transparencia y rendición de cuentas","Promover el pleno ejercicio de los derechos de acceso a la información pública y de protección de datos personales","Reforzar el conocimiento del nombre del Instituto y sus nuevas atribuciones, promover la cultura de la Transparencia y el Acceso a la Información Pública, promover la cultura de la Protección de Datos Personales en posesión de particulares",141984.00,,,Nacional,México,2015-11-20,2015-12-31,Ambos,"Aguascalientes * Baja California * Baja California Sur * Campeche * Chiapas * Chihuahua * Coahuila de Zaragoza * Colima * Distrito Federal * Durango * Estado de México * Guanajuato * Guerrero * Hidalgo * Jalisco * Michoacán de Ocampo * Morelos * Nayarit * Nuevo León * Oaxaca * Puebla * Querétaro * Quintana Roo * San Luis Potosí * Sinaloa * Sonora * Tabasco * Tamaulipas * Tlaxcala * Veracruz de Ignacio de la Llave * Yucatán * Zacatecas","Doctorado * Maestria * Superior * Media Superior * Secundaria * Primaria","13 - 65","AB Alta * C+ Media Alta * C Media * D+ Media Baja * D Baja * E Marginada",2016-147-102-1-56,2016-147-102-1-56,2016-147-102-1-56,"Dirección General de Comunicación Social y Difusión",2016-12-05,2016-12-05,
"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",2016,01-Octubre-16,31-Diciembre-16,"Contratante y solicitante","DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","Servicios de difusión en medios de comunicación","Medios impresos",Revistas,"Servicio de difusión mediante la orden de inserción de la Campaña Institucional 2016",Campañas,"CAMPAÑA INSTITUCIONAL 2016",2016,"Acceso a la información, transparencia y rendición de cuentas","Impulsar el desempeño organizacional y promover un modelo institucional de servicio público orientado a resultados con un enfoque de derechos humanos y perspectiva de género",,70992.00,ACT-PUB/19/08/2015.04,"PLENO DEL INAI",Nacional,Nacional,2016-11-28,2016-12-31,,,,,,2016-172-158-1-56,2016-172-158-1-56,2016-172-158-1-56,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN",2017-05-04,2017-05-04,
"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",2016,01-Abril-16,30-Junio-16,"Contratante y solicitante","DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","Servicios de difusión en medios de comunicación","Medios impresos",Revistas,"servicio de difusión mediante inserción del aviso institucional con motivo del Premio Innovación en Transparencia 2016.","Avisos Institucionales","Premio a la Innovación en Transparencia",2016,"Acceso a la información, transparencia y rendición de cuentas","Impulsar el desempeño organizacional y promover un modelo institucional de servicio público orientado a resultados con un enfoque de derechos humanos y perspectiva de género","Promover el conocimiento y el ejercicio de derecho de acceso a la informacion mediante la difusión del Premio a la Innovación en Transparencia 2016.",70992.00,INAI-PIT-2016,,Nacional,Nacional,2016-06-01,2016-06-05,,,,,,2016-294-266-1-56,2016-294-266-1-56,2016-294-266-1-56,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN",2017-05-04,2017-05-04,
"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",2016,01-Julio-16,30-Septiembre-16,"Contratante y solicitante","DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","Servicios de difusión en medios de comunicación","Medios impresos",Revistas,"servicio de difusión mediante inserción del aviso institucional con motivo de la Semana Nacional de Transparencia 2016","Avisos Institucionales","Semana Nacional de Transparencia",2016,Otro,"Impulsar el desempeño organizacional y promover un modelo institucional de servicio público orientado a resultados con un enfoque de derechos humanos y perspectiva de género","Promover el conocimiento y el ejercicio de los derechos de acceso a la información y protección de datos personales.
Fomentar la cultura de la transparencia y la rendición de cuentas.",70992.00,INAI-SNT-2016,,Nacional,Nacional,2016-09-01,2016-09-27,,,,,,2016-307-279-1-56,2016-307-279-1-56,2016-307-279-1-56,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN",2017-05-04,2017-05-04,
"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",2016,01-Octubre-16,31-Diciembre-16,"Contratante y solicitante","DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","Servicios de difusión en medios de comunicación","Medios impresos",Revistas,"servicio de difusión mediante inserción del aviso institucional con motivo de la celebración del 46 Foro de Autoridades de Privacidad Asia-Pacífico APPA.","Avisos Institucionales","46 Foro de Autoridades de Privacidad Asia-Pacífico APPA",2016,Otro,"Impulsar el desempeño organizacional y promover un modelo institucional de servicio público orientado a resultados con un enfoque de derechos humanos y perspectiva de género"," 
Promover el conocimiento y el ejercicio del derecho de protección de datos personales.
 ",59392.00,INAI-APPA-2016,,Nacional,Nacional,2016-11-23,2016-11-29,,,,,,2016-324-294-1-56,2016-324-294-1-56,2016-324-294-1-56,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN",2017-05-04,2017-05-04,
"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",2018,01-Enero-18,31-Marzo-18,"Contratante y solicitante","Dirección General de Comunicación Social y Difusión","Servicios de difusión en medios de comunicación",Internet,"Medios Digitales","Servicio de difusión en medios complementarios del aviso institucional con motivo del Día Internacional de Protección de Datos Personales 2018","Avisos Institucionales","Día Internacional de Proteccion de Datos Personales 2018",2018,"Protección de datos personales","Promover el pleno ejercicio de los derechos de acceso a la información pública y de protección de datos personales","Difundir el aviso institucional de la celebración del Día Internacional de Protección de Datos Personales.",53360.00,ACT-PUB/16/08/2017.09,"Pleno del INAI",Nacional,Nacional,2018-01-10,2018-01-24,Ambos,Nacional,"Doctorado * Maestria * Superior * Media Superior * Secundaria * Primaria * Sin educación","18-35 * 36-60 * 60 en adelante * 13 - 65","AB Alta * C+ Media Alta * C Media * D+ Media Baja * D Baja * E Marginada",2018-385-346-1-56,2018-385-346-1-56,2018-385-346-1-56,"Dirección General de Comunicación Social y Difusión",2018-04-11,2018-03-31,"Dado que la factura contiene datos relativos al numero de cuenta y clabe interbancaria, se testaron los datos y podrá visualizarse hasta obtener la confirmación de clasificación de información emitida por el Comité de Transparencia del INAI."
"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",2015,01-Octubre-15,31-Diciembre-15,"Contratante y solicitante","Dirección General de Comunicación Social y Difusión","Servicios de difusión en medios de comunicación","Medios impresos",Revistas,"Nombre comercial del proveedor: Revista Emeequis;
Cobertura: nacional;  
Ámbito geográfico de cobertura: Nacional;
Fecha de inicio: 02/12/2015;
Fecha de término: 07/12/2015;
Grupo(s) de edad: 24-55;
Lugar de residencia: Nacional;
Nivel  socieconómico: A/B/C+ 29%, C 56%, D 15%;
Nivel educativo: Licenciatura-Doctorado;
Sexo: Ambos;
Unidad del servicio o producto adquirido: 1 Plana",Campañas,"Institucional 2015",2015,"Acceso a la información, transparencia y rendición de cuentas","Promover el pleno ejercicio de los derechos de acceso a la información pública y de protección de datos personales","Reforzar el conocimiento del nombre del Instituto y sus nuevas atribuciones, promover la cultura de la Transparencia y el Acceso a la Información Pública, promover la cultura de la Protección de Datos Personales en posesión de particulares",64994.80,,,Nacional,México,2015-11-20,2015-12-31,Ambos,"Aguascalientes * Baja California * Baja California Sur * Campeche * Chiapas * Chihuahua * Coahuila de Zaragoza * Colima * Distrito Federal * Durango * Estado de México * Guanajuato * Guerrero * Hidalgo * Jalisco * Michoacán de Ocampo * Morelos * Nayarit * Nuevo León * Oaxaca * Puebla * Querétaro * Quintana Roo * San Luis Potosí * Sinaloa * Sonora * Tabasco * Tamaulipas * Tlaxcala * Veracruz de Ignacio de la Llave * Yucatán * Zacatecas","Doctorado * Maestria * Superior * Media Superior * Secundaria * Primaria","13 - 65","AB Alta * C+ Media Alta * C Media * D+ Media Baja * D Baja * E Marginada",2016-42-44-1-57,2016-42-44-1-57,2016-42-44-1-57,"Dirección General de Comunicación Social y Difusión",2016-12-05,2016-12-05,
"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",2015,01-Octubre-15,31-Diciembre-15,"Contratante y solicitante","Dirección General de Comunicación Social y Difusión","Servicios de difusión en medios de comunicación","Medios impresos",Revistas,"Nombre comercial del proveedor: Revista Emeequis;
Cobertura: nacional;
Ámbito geográfico de cobertura: Nacional;
Fecha de inicio: 10/12/2015;
Fecha de término: 21/12/2015;
Grupo(s) de edad: 24-55;
Lugar de residencia: Nacional;
Nivel  socieconómico: A/B/C+ 29%, C 56%, D 15%;
Nivel educativo: Licenciatura-Doctorado ;
Sexo: Ambos;
Unidad del servicio o producto adquirido: 1 Plana",Campañas,"Institucional 2015",2015,"Acceso a la información, transparencia y rendición de cuentas","Promover el pleno ejercicio de los derechos de acceso a la información pública y de protección de datos personales","Reforzar el conocimiento del nombre del Instituto y sus nuevas atribuciones, promover la cultura de la Transparencia y el Acceso a la Información Pública, promover la cultura de la Protección de Datos Personales en posesión de particulares",59716.80,,,Nacional,México,2015-11-20,2015-12-31,Ambos,"Aguascalientes * Baja California * Baja California Sur * Campeche * Chiapas * Chihuahua * Coahuila de Zaragoza * Colima * Distrito Federal * Durango * Estado de México * Guanajuato * Guerrero * Hidalgo * Jalisco * Michoacán de Ocampo * Morelos * Nayarit * Nuevo León * Oaxaca * Puebla * Querétaro * Quintana Roo * San Luis Potosí * Sinaloa * Sonora * Tabasco * Tamaulipas * Tlaxcala * Veracruz de Ignacio de la Llave * Yucatán * Zacatecas","Doctorado * Maestria * Superior * Media Superior * Secundaria * Primaria","13 - 65","AB Alta * C+ Media Alta * C Media * D+ Media Baja * D Baja * E Marginada",2016-43-105-1-57,2016-43-105-1-57,2016-43-105-1-57,"Dirección General de Comunicación Social y Difusión",2016-12-05,2016-12-05,
"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",2016,01-Octubre-16,31-Diciembre-16,"Contratante y solicitante","DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","Servicios de difusión en medios de comunicación",Internet,"Medios Digitales","Servicio de difusión en medios complementarios de la campaña institucional 2016, orden de servicio 40/16.
Unidad: Leader Board Central",Campañas,"CAMPAÑA INSTITUCIONAL 2016",2016,"Acceso a la información, transparencia y rendición de cuentas","Impulsar el desempeño organizacional y promover un modelo institucional de servicio público orientado a resultados con un enfoque de derechos humanos y perspectiva de género",,62118.00,ACT-PUB/19/08/2015.04,"PLENO DEL INAI",Nacional,Nacional,2016-11-28,2016-12-31,,,,,,2016-226-213-1-57,2016-226-213-1-57,2016-226-213-1-57,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN",2017-05-04,2017-05-04,
"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",2015,01-Octubre-15,31-Diciembre-15,"Contratante y solicitante","Dirección General de Comunicación Social y Difusión","Servicios de difusión en medios de comunicación","Medios impresos",Revistas,"Nombre comercial del proveedor: Revista el Contribuyente;
Cobertura: nacional;  
Ámbito geográfico de cobertura: Nacional;
Fecha de inicio: 10/12/2015;
Fecha de término: 15/12/2015;
Grupo(s) de edad: 20-51;
Lugar de residencia: Nacional;
Nivel  socieconómico: A/B 18%, C+ 74%, C 8%;
Nivel educativo: Licenciatura-Doctorado;
Sexo: Ambos;",Campañas,"Institucional 2015",2015,"Acceso a la información, transparencia y rendición de cuentas","Promover el pleno ejercicio de los derechos de acceso a la información pública y de protección de datos personales","Reforzar el conocimiento del nombre del Instituto y sus nuevas atribuciones, promover la cultura de la Transparencia y el Acceso a la Información Pública, promover la cultura de la Protección de Datos Personales en posesión de particulares",92800.00,,,Nacional,México,2015-11-20,2015-12-31,Ambos,"Aguascalientes * Baja California * Baja California Sur * Campeche * Chiapas * Chihuahua * Coahuila de Zaragoza * Colima * Distrito Federal * Durango * Estado de México * Guanajuato * Guerrero * Hidalgo * Jalisco * Michoacán de Ocampo * Morelos * Nayarit * Nuevo León * Oaxaca * Puebla * Querétaro * Quintana Roo * San Luis Potosí * Sinaloa * Sonora * Tabasco * Tamaulipas * Tlaxcala * Veracruz de Ignacio de la Llave * Yucatán * Zacatecas","Doctorado * Maestria * Superior * Media Superior * Secundaria * Primaria","13 - 65","AB Alta * C+ Media Alta * C Media * D+ Media Baja * D Baja * E Marginada",2016-6-106-1-58,2016-6-106-1-58,2016-6-106-1-58,"Dirección General de Comunicación Social y Difusión",2016-12-05,2016-12-05,
"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",2015,01-Octubre-15,31-Diciembre-15,"Contratante y solicitante","Dirección General de Comunicación Social y Difusión","Servicios de difusión en medios de comunicación","Medios impresos",Revistas,"Cobertura y Ámbito geográfico: Nacional
Grupo de edad: 19-65
Lugar de residencia: Nacional
Nivel socieconómico: A/B/C+ 86%, C 11%, D+ 3%
Nivel educativo: Carrera Técnica-Doctorado
Sexo: Ambos","Avisos Institucionales","Semana Nacional de Transparencia 2015",2015,"Acceso a la información, transparencia y rendición de cuentas","Promover el pleno ejercicio de los derechos de acceso a la información pública y de protección de datos personales","Promover y difundir los Derechos de Acceso a la Información y Protección de Datos",36540.00,,,Nacional,México,2015-09-22,2015-10-06,Ambos,"Aguascalientes * Baja California * Baja California Sur * Campeche * Chiapas * Chihuahua * Coahuila de Zaragoza * Colima * Distrito Federal * Durango * Guanajuato * Guerrero * Hidalgo * Jalisco * México * Michoacán de Ocampo * Morelos * Nayarit * Nuevo León * Oaxaca * Puebla * Querétaro * Quintana Roo * San Luis Potosí * Sinaloa * Sonora * Tabasco * Tamaulipas * Tlaxcala * Veracruz de Ignacio de la Llave * Yucatán * Zacatecas","Doctorado * Maestria * Superior * Media Superior * Secundaria * Primaria","13 - 65","AB Alta * C+ Media Alta * C Media * D+ Media Baja * D Baja * E Marginada",2016-48-29-1-59,2016-48-29-1-59,2016-48-29-1-59,"Dirección General de Comunicación Social y Difusión",2016-12-05,2016-12-05,
"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",2015,01-Octubre-15,31-Diciembre-15,"Contratante y solicitante","Dirección General de Comunicación Social y Difusión","Servicios de difusión en medios de comunicación","Medios impresos",Revistas,"Revista Cambio
Cobertura y Ámbito geográfico: Nacional
Fecha de inicio: 10/12/2015
Fecha de término: 27/12/2015
Grupo de edad: 19-65
Lugar de Residencia: Nacional
Nivel socioeconómico: A/B 90%, C+ 10% 
Nivel educativo: Licenciatura - Doctorado
Sexo: Ambos",Campañas,"Institucional 2015",2015,"Acceso a la información, transparencia y rendición de cuentas","Promover el pleno ejercicio de los derechos de acceso a la información pública y de protección de datos personales","Reforzar el conocimiento del nombre del Instituto y sus nuevas atribuciones, promover la cultura de la Transparencia y el Acceso a la Información Pública, promover la cultura de la Protección de Datos Personales en posesión de particulares",92800.00,,,Nacional,México,2015-11-20,2015-12-31,Ambos,"Aguascalientes * Baja California * Baja California Sur * Campeche * Chiapas * Chihuahua * Coahuila de Zaragoza * Colima * Distrito Federal * Durango * Estado de México * Guanajuato * Guerrero * Hidalgo * Jalisco * Michoacán de Ocampo * Morelos * Nayarit * Nuevo León * Oaxaca * Puebla * Querétaro * Quintana Roo * San Luis Potosí * Sinaloa * Sonora * Tabasco * Tamaulipas * Tlaxcala * Veracruz de Ignacio de la Llave * Yucatán * Zacatecas","Doctorado * Maestria * Superior * Media Superior * Secundaria * Primaria","13 - 65","AB Alta * C+ Media Alta * C Media * D+ Media Baja * D Baja * E Marginada",2016-79-101-1-60,2016-79-101-1-60,2016-79-101-1-60,"Dirección General de Comunicación Social y Difusión",2016-12-05,2016-12-05,
"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",2016,01-Octubre-16,31-Diciembre-16,"Contratante y solicitante","DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","Servicios de difusión en medios de comunicación","Medios impresos",Revistas,"Servicio de difusión mediante la orden de inserción de la Campaña Institucional 2016",Campañas,"CAMPAÑA INSTITUCIONAL 2016",2016,"Acceso a la información, transparencia y rendición de cuentas","Impulsar el desempeño organizacional y promover un modelo institucional de servicio público orientado a resultados con un enfoque de derechos humanos y perspectiva de género",,48720.00,ACT-PUB/19/08/2015.04,"PLENO DEL INAI",Nacional,Nacional,2016-11-28,2016-12-31,,,,,,2016-173-159-1-60,2016-173-159-1-60,2016-173-159-1-60,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN",2017-05-04,2017-05-04,
"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",2015,01-Octubre-15,31-Diciembre-15,"Contratante y solicitante","Dirección General de Comunicación Social y Difusión","Servicios de difusión en medios de comunicación","Medios impresos",Revistas,"Revista Vértigo
Cobertura y Ámbito geográfico: Nacional
Fecha de inicio: 10/12/2015
Fecha de término: 27/12/2015
Grupo de edad: 13-65
Lugar de Residencia: Nacional
Nivel socioeconómico: A/B/C+ 28%, C 31%, D+ 14%, D/E 26% 
Nivel educativo: Secundaria - Posgrado
Sexo: Ambos",Campañas,"Institucional 2015",2015,"Acceso a la información, transparencia y rendición de cuentas","Promover el pleno ejercicio de los derechos de acceso a la información pública y de protección de datos personales","Reforzar el conocimiento del nombre del Instituto y sus nuevas atribuciones, promover la cultura de la Transparencia y el Acceso a la Información Pública, promover la cultura de la Protección de Datos Personales en posesión de particulares",68715.96,,,Nacional,México,2015-11-20,2015-12-31,Ambos,"Aguascalientes * Baja California * Baja California Sur * Campeche * Chiapas * Chihuahua * Coahuila de Zaragoza * Colima * Distrito Federal * Durango * Estado de México * Guanajuato * Guerrero * Hidalgo * Jalisco * Michoacán de Ocampo * Morelos * Nayarit * Nuevo León * Oaxaca * Puebla * Querétaro * Quintana Roo * San Luis Potosí * Sinaloa * Sonora * Tabasco * Tamaulipas * Tlaxcala * Veracruz de Ignacio de la Llave * Yucatán * Zacatecas","Doctorado * Maestria * Superior * Media Superior * Secundaria * Primaria","13 - 65","AB Alta * C+ Media Alta * C Media * D+ Media Baja * D Baja * E Marginada",2016-58-107-1-61,2016-58-107-1-61,2016-58-107-1-61,"Dirección General de Comunicación Social y Difusión",2016-12-05,2016-12-05,
"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",2015,01-Octubre-15,31-Diciembre-15,"Contratante y solicitante","Dirección General de Comunicación Social y Difusión","Servicios de difusión en medios de comunicación","Medios impresos",Revistas,"Revista Vértigo
Cobertura y Ámbito geográfico: Nacional
Fecha de inicio: 10/12/2015
Fecha de término: 27/12/2015
Grupo de edad: 13-65
Lugar de Residencia: Nacional
Nivel socioeconómico: A/B/C+ 28%, C 31%, D+ 14%, D/E 26% 
Nivel educativo: Secundaria - Posgrado
Sexo: Ambos",Campañas,"Institucional 2015",2015,"Acceso a la información, transparencia y rendición de cuentas","Promover el pleno ejercicio de los derechos de acceso a la información pública y de protección de datos personales","Reforzar el conocimiento del nombre del Instituto y sus nuevas atribuciones, promover la cultura de la Transparencia y el Acceso a la Información Pública, promover la cultura de la Protección de Datos Personales en posesión de particulares",68715.96,,,Nacional,México,2015-11-20,2015-12-31,Ambos,"Aguascalientes * Baja California * Baja California Sur * Campeche * Chiapas * Chihuahua * Coahuila de Zaragoza * Colima * Distrito Federal * Durango * Estado de México * Guanajuato * Guerrero * Hidalgo * Jalisco * Michoacán de Ocampo * Morelos * Nayarit * Nuevo León * Oaxaca * Puebla * Querétaro * Quintana Roo * San Luis Potosí * Sinaloa * Sonora * Tabasco * Tamaulipas * Tlaxcala * Veracruz de Ignacio de la Llave * Yucatán * Zacatecas","Doctorado * Maestria * Superior * Media Superior * Secundaria * Primaria","13 - 65","AB Alta * C+ Media Alta * C Media * D+ Media Baja * D Baja * E Marginada",2016-168-107-1-61,2016-168-107-1-61,2016-168-107-1-61,"Dirección General de Comunicación Social y Difusión",2016-12-05,2016-12-05,
"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",2015,01-Octubre-15,31-Diciembre-15,"Contratante y solicitante","Dirección General de Comunicación Social y Difusión","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en los Estados","Nuevo día de Nogales
Cobertura: Estatal
Ámbito geográfico de cobertura: Sonora
Fecha de inicio: 02/12/2015
Fecha de término: 31/12/2015
Grupo de edad: 19-64
Lugar de residencia: Sonora
Nivel socioeconómico: A/B 20%, C+ 35%, C 35%, D+ 10%
Nivel educativo: Secundaria - Doctorado
Sexo: Ambos",Campañas,"Institucional 2015",2015,"Acceso a la información, transparencia y rendición de cuentas","Promover el pleno ejercicio de los derechos de acceso a la información pública y de protección de datos personales","Reforzar el conocimiento del nombre del Instituto y sus nuevas atribuciones, promover la cultura de la Transparencia y el Acceso a la Información Pública, promover la cultura de la Protección de Datos Personales en posesión de particulares",48694.28,,,Nacional,México,2015-11-20,2015-12-31,Ambos,"Aguascalientes * Baja California * Baja California Sur * Campeche * Chiapas * Chihuahua * Coahuila de Zaragoza * Colima * Distrito Federal * Durango * Estado de México * Guanajuato * Guerrero * Hidalgo * Jalisco * Michoacán de Ocampo * Morelos * Nayarit * Nuevo León * Oaxaca * Puebla * Querétaro * Quintana Roo * San Luis Potosí * Sinaloa * Sonora * Tabasco * Tamaulipas * Tlaxcala * Veracruz de Ignacio de la Llave * Yucatán * Zacatecas","Doctorado * Maestria * Superior * Media Superior * Secundaria * Primaria","13 - 65","AB Alta * C+ Media Alta * C Media * D+ Media Baja * D Baja * E Marginada",2016-75-85-1-62,2016-75-85-1-62,2016-75-85-1-62,"Dirección General de Comunicación Social y Difusión",2016-12-05,2016-12-05,"El proovedor bonifica difusión mediante banner estandar por el periodo del 19 al 31 de diciembre de 2015 en el sitio web www.nuevodía.com.mx"
"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",2015,01-Octubre-15,31-Diciembre-15,"Contratante y solicitante","Dirección General de Comunicación Social y Difusión","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en los Estados","Novedades de Quintana Roo; Cobertura: estatal;  Ámbito geográfico de cobertura: Quintana Roo ; Fecha de inicio: 02/12/2015; Fecha de término: 22/12/2015; Grupo(s) de edad: 19-65; Lugar de residencia: Quintana Roo ; Nivel  socieconómico: A/B 46%, C+ 39%, C 15%; Nivel educativo: Carrera Técnica-Doctorado; Sexo: Ambos ;",Campañas,"Institucional 2015",2015,"Acceso a la información, transparencia y rendición de cuentas","Promover el pleno ejercicio de los derechos de acceso a la información pública y de protección de datos personales","Reforzar el conocimiento del nombre del Instituto y sus nuevas atribuciones, promover la cultura de la Transparencia y el Acceso a la Información Pública, promover la cultura de la Protección de Datos Personales en posesión de particulares",47375.32,,,Nacional,México,2015-11-20,2015-12-31,Ambos,"Aguascalientes * Baja California * Baja California Sur * Campeche * Chiapas * Chihuahua * Coahuila de Zaragoza * Colima * Distrito Federal * Durango * Estado de México * Guanajuato * Guerrero * Hidalgo * Jalisco * Michoacán de Ocampo * Morelos * Nayarit * Nuevo León * Oaxaca * Puebla * Querétaro * Quintana Roo * San Luis Potosí * Sinaloa * Sonora * Tabasco * Tamaulipas * Tlaxcala * Veracruz de Ignacio de la Llave * Yucatán * Zacatecas","Doctorado * Maestria * Superior * Media Superior * Secundaria * Primaria","13 - 65","AB Alta * C+ Media Alta * C Media * D+ Media Baja * D Baja * E Marginada",2016-124-78-1-63,2016-124-78-1-63,2016-124-78-1-63,"Dirección General de Comunicación Social y Difusión",2016-12-05,2016-12-05,
